id,documento,tipo_persona
85784,49420-2789,NO_RELACIONADO
85785,54365-6759,ESTUDIANTE
85786,91534-7809,ESTUDIANTE
85787,03432-2640,VECINO
85788,53583-4799,PROFESOR
85789,67596-7087,EGRESADO
85790,95835-2447,PADRE
85791,35887-3350,ESTUDIANTE
85792,38820-9673,ESTUDIANTE
85793,42452-9410,EMPLEADO
85794,03898-0932,VECINO
85795,09949-1607,EMPLEADO
85796,05980-5065,EMPLEADO
85797,82457-9671,PROFESOR
85798,61600-9782,EGRESADO
85799,28133-3456,EMPLEADO
85800,92455-9559,EGRESADO
85801,65258-1587,PADRE
85802,45050-6589,PROFESOR
85803,48312-3234,PADRE
85804,60344-6668,EMPLEADO
85805,45831-4141,EMPLEADO
85806,15638-0529,PROFESOR
85807,18633-5607,EMPLEADO
85808,05170-7041,PROFESOR
85809,21101-4316,EMPLEADO
85810,65691-0464,EGRESADO
85811,27668-8511,EMPLEADO
85812,66819-4627,NO_RELACIONADO
85813,06078-3778,PADRE
85814,24513-0041,NO_RELACIONADO
85815,97216-5023,PROFESOR
85816,16838-4755,EMPLEADO
85817,65530-9004,VECINO
85818,23655-4986,VECINO
85819,56012-7371,EMPLEADO
85820,01830-0912,EMPLEADO
85821,65847-2488,ESTUDIANTE
85822,66181-6570,ESTUDIANTE
85823,55706-8495,ESTUDIANTE
85824,63974-6567,PROFESOR
85825,65144-2946,VECINO
85826,94428-1106,NO_RELACIONADO
85827,83870-7015,NO_RELACIONADO
85828,15446-5626,ESTUDIANTE
85829,47183-0931,PADRE
85830,62390-1658,PROFESOR
85831,57346-3372,ESTUDIANTE
85832,59277-6629,EMPLEADO
85833,43471-4053,VECINO
85834,04748-2424,EMPLEADO
85835,90969-5679,EMPLEADO
85836,78749-4354,EGRESADO
85837,02430-5813,NO_RELACIONADO
85838,54019-7064,ESTUDIANTE
85839,56418-3951,PROFESOR
85840,65494-1941,EMPLEADO
85841,77259-6716,VECINO
85842,32736-0631,EGRESADO
85843,75178-3544,PADRE
85844,00737-6983,NO_RELACIONADO
85845,95925-2740,ESTUDIANTE
85846,65244-7384,VECINO
85847,28913-1560,ESTUDIANTE
85848,24889-9082,EMPLEADO
85849,34331-4440,NO_RELACIONADO
85850,70327-7763,PADRE
85851,29311-2966,PADRE
85852,99922-0069,NO_RELACIONADO
85853,36209-9980,EGRESADO
85854,84000-4040,NO_RELACIONADO
85855,70720-2246,PROFESOR
85856,72564-0870,ESTUDIANTE
85857,89546-9709,ESTUDIANTE
85858,41299-8861,PROFESOR
85859,73158-6964,EGRESADO
85860,25714-4218,EMPLEADO
85861,30624-4414,PROFESOR
85862,00256-2445,EMPLEADO
85863,98343-9296,EMPLEADO
85864,52782-7837,EMPLEADO
85865,18434-2048,NO_RELACIONADO
85866,59663-9198,PROFESOR
85867,40522-5585,EGRESADO
85868,87923-3017,NO_RELACIONADO
85869,45124-4362,PROFESOR
85870,77899-1357,NO_RELACIONADO
85871,84749-2556,VECINO
85872,87574-3079,NO_RELACIONADO
85873,18358-6278,EMPLEADO
85874,26113-9360,PADRE
85875,45682-6635,EMPLEADO
85876,24430-0167,VECINO
85877,82812-5443,PROFESOR
85878,64693-0451,PADRE
85879,18621-0958,EMPLEADO
85880,37222-2836,NO_RELACIONADO
85881,10232-7194,PROFESOR
85882,57941-5029,PROFESOR
85883,46623-6829,PROFESOR
85884,26964-4934,PADRE
85885,62992-7589,PADRE
85886,49446-4632,PADRE
85887,47372-1642,NO_RELACIONADO
85888,92535-0714,EGRESADO
85889,61764-9377,EMPLEADO
85890,17578-1389,ESTUDIANTE
85891,83674-8579,PADRE
85892,22760-2866,ESTUDIANTE
85893,32016-7074,NO_RELACIONADO
85894,47643-1215,EGRESADO
85895,47333-4833,EMPLEADO
85896,79669-6435,PADRE
85897,72019-7286,PADRE
85898,24311-1553,EMPLEADO
85899,26982-6664,EGRESADO
85900,61255-6841,PADRE
85901,08106-8658,NO_RELACIONADO
85902,59981-4184,EMPLEADO
85903,24713-3377,PADRE
85904,08258-9227,PROFESOR
85905,00576-0283,ESTUDIANTE
85906,34513-3567,NO_RELACIONADO
85907,61048-5911,PADRE
85908,95975-6637,ESTUDIANTE
85909,49283-1469,NO_RELACIONADO
85910,63032-8046,EGRESADO
85911,73917-1536,ESTUDIANTE
85912,54381-5291,PADRE
85913,52467-9279,EGRESADO
85914,71836-1025,PADRE
85915,90571-2584,PROFESOR
85916,92661-8589,ESTUDIANTE
85917,82515-9359,NO_RELACIONADO
85918,96467-0673,VECINO
85919,37069-6671,PROFESOR
85920,46281-5348,PADRE
85921,49315-1354,ESTUDIANTE
85922,66882-1088,PROFESOR
85923,72542-9863,VECINO
85924,87107-0506,PROFESOR
85925,04244-6554,VECINO
85926,46327-4248,EMPLEADO
85927,40988-7764,EGRESADO
85928,23014-8928,VECINO
85929,68282-9155,PROFESOR
85930,85153-8708,VECINO
85931,31615-1522,ESTUDIANTE
85932,07906-3892,ESTUDIANTE
85933,17878-9327,ESTUDIANTE
85934,49947-7266,PROFESOR
85935,30190-7097,PROFESOR
85936,51184-0369,PADRE
85937,65513-0800,PROFESOR
85938,59385-4789,PROFESOR
85939,62778-8415,EMPLEADO
85940,56644-4356,EMPLEADO
85941,15323-3840,EGRESADO
85942,74200-5205,EMPLEADO
85943,26108-5279,PROFESOR
85944,35329-0746,EMPLEADO
85945,71603-7348,VECINO
85946,11720-4397,EGRESADO
85947,12400-4615,NO_RELACIONADO
85948,73891-1517,ESTUDIANTE
85949,30100-2502,ESTUDIANTE
85950,21893-3991,ESTUDIANTE
85951,55936-7649,PADRE
85952,72244-3491,ESTUDIANTE
85953,59260-4317,ESTUDIANTE
85954,73384-4347,PADRE
85955,46182-1652,VECINO
85956,56825-5913,ESTUDIANTE
85957,93330-3660,ESTUDIANTE
85958,73140-2937,NO_RELACIONADO
85959,82821-8755,VECINO
85960,32122-3783,EGRESADO
85961,11981-2963,VECINO
85962,91222-5493,ESTUDIANTE
85963,61156-3273,VECINO
85964,55466-1269,EMPLEADO
85965,68964-7469,EMPLEADO
85966,74041-5688,PROFESOR
85967,78632-5155,ESTUDIANTE
85968,25236-5622,ESTUDIANTE
85969,17245-7096,EMPLEADO
85970,00947-9837,VECINO
85971,26594-9994,EGRESADO
85972,02783-9402,EGRESADO
85973,19451-4469,EMPLEADO
85974,74859-5071,NO_RELACIONADO
85975,87256-1988,VECINO
85976,07273-3135,EGRESADO
85977,34344-9252,EGRESADO
85978,50678-6328,EGRESADO
85979,00523-9329,ESTUDIANTE
85980,43399-9499,PROFESOR
85981,78181-1204,ESTUDIANTE
85982,96147-0667,EMPLEADO
85983,29017-0000,ESTUDIANTE
85984,52273-3278,PADRE
85985,43180-2553,VECINO
85986,33520-1828,ESTUDIANTE
85987,09886-3750,EMPLEADO
85988,91010-4145,NO_RELACIONADO
85989,67310-8039,PROFESOR
85990,13059-9140,EMPLEADO
85991,71989-3882,EGRESADO
85992,08435-7656,VECINO
85993,43496-9837,ESTUDIANTE
85994,72347-4699,ESTUDIANTE
85995,64166-3231,PADRE
85996,25395-5717,PADRE
85997,17894-7909,PROFESOR
85998,69506-4052,EMPLEADO
85999,53480-6827,PADRE
86000,46145-5460,EMPLEADO
86001,85252-7627,VECINO
86002,34772-7285,PROFESOR
86003,30256-4944,PROFESOR
86004,85318-5059,PROFESOR
86005,02459-8171,ESTUDIANTE
86006,61110-9249,PADRE
86007,17686-6806,NO_RELACIONADO
86008,90743-7320,NO_RELACIONADO
86009,80736-1452,NO_RELACIONADO
86010,05405-4517,ESTUDIANTE
86011,78078-6697,NO_RELACIONADO
86012,61670-6642,PROFESOR
86013,35318-9033,EGRESADO
86014,35066-7549,EGRESADO
86015,82268-8604,PADRE
86016,80910-3543,NO_RELACIONADO
86017,95809-1891,EGRESADO
86018,89402-0314,NO_RELACIONADO
86019,92799-8558,PROFESOR
86020,33206-4422,NO_RELACIONADO
86021,63954-8584,NO_RELACIONADO
86022,48437-6844,PROFESOR
86023,06703-5521,EGRESADO
86024,18617-1949,ESTUDIANTE
86025,86746-9156,EGRESADO
86026,87853-3249,PROFESOR
86027,11988-7920,ESTUDIANTE
86028,75898-6578,VECINO
86029,09638-4178,PROFESOR
86030,49436-9105,EMPLEADO
86031,72530-9137,EGRESADO
86032,46310-7490,EMPLEADO
86033,98630-6609,PROFESOR
86034,75574-1421,EMPLEADO
86035,37433-3760,PROFESOR
86036,87868-2199,EGRESADO
86037,74527-9277,VECINO
86038,22038-8067,PROFESOR
86039,65866-2858,VECINO
86040,02299-3841,PROFESOR
86041,97913-5067,NO_RELACIONADO
86042,22309-4556,EMPLEADO
86043,76516-5967,VECINO
86044,65886-7726,VECINO
86045,38366-8930,VECINO
86046,69540-4680,VECINO
86047,44883-4558,PROFESOR
86048,77658-6357,EGRESADO
86049,16751-9866,EMPLEADO
86050,55603-0614,PROFESOR
86051,25064-2360,NO_RELACIONADO
86052,07713-7502,ESTUDIANTE
86053,13718-9309,EMPLEADO
86054,21480-3081,ESTUDIANTE
86055,31993-7225,PROFESOR
86056,46508-1143,EMPLEADO
86057,65839-0389,PROFESOR
86058,58382-8716,PADRE
86059,84494-9414,ESTUDIANTE
86060,14796-9223,NO_RELACIONADO
86061,26590-1562,PROFESOR
86062,30625-1558,VECINO
86063,20026-9971,EMPLEADO
86064,20423-4444,EGRESADO
86065,95094-2694,PADRE
86066,78472-7679,EGRESADO
86067,99767-6498,EMPLEADO
86068,90005-2926,EGRESADO
86069,48359-6435,PADRE
86070,13625-4090,NO_RELACIONADO
86071,19282-2841,PADRE
86072,61076-5217,ESTUDIANTE
86073,06580-1274,EMPLEADO
86074,47969-5308,VECINO
86075,29978-5411,PROFESOR
86076,14484-0956,EGRESADO
86077,81522-8199,VECINO
86078,36940-4653,VECINO
86079,16918-5648,EMPLEADO
86080,95833-9077,EMPLEADO
86081,95982-9234,EGRESADO
86082,39519-9862,PROFESOR
86083,15726-0878,PADRE
86084,32048-8399,PADRE
86085,59626-0466,EMPLEADO
86086,61752-8696,PROFESOR
86087,97680-9250,PROFESOR
86088,32882-1662,ESTUDIANTE
86089,18712-9768,ESTUDIANTE
86090,43497-6876,ESTUDIANTE
86091,29193-0875,EMPLEADO
86092,95565-0607,PROFESOR
86093,02044-7146,PADRE
86094,80515-2974,PROFESOR
86095,65341-7570,EMPLEADO
86096,40480-9410,EGRESADO
86097,56155-3476,PADRE
86098,55675-9543,EMPLEADO
86099,51147-7082,PADRE
86100,16014-7871,EMPLEADO
86101,82060-1675,EMPLEADO
86102,86090-4720,ESTUDIANTE
86103,73768-3452,ESTUDIANTE
86104,31730-0343,EGRESADO
86105,13785-5702,EGRESADO
86106,42598-5562,EGRESADO
86107,65837-3541,VECINO
86108,17285-5436,EGRESADO
86109,19919-8914,EGRESADO
86110,37357-7011,PADRE
86111,36763-5996,EMPLEADO
86112,19871-0166,EMPLEADO
86113,37326-8183,PADRE
86114,17728-3220,NO_RELACIONADO
86115,60766-2470,ESTUDIANTE
86116,38852-6019,ESTUDIANTE
86117,06824-7615,PADRE
86118,81682-9236,VECINO
86119,54896-7385,PADRE
86120,30639-8085,EMPLEADO
86121,17688-9847,PROFESOR
86122,06048-8989,PADRE
86123,13707-9463,VECINO
86124,50697-2484,NO_RELACIONADO
86125,67108-0028,NO_RELACIONADO
86126,45795-8210,VECINO
86127,42633-6752,NO_RELACIONADO
86128,60398-7424,ESTUDIANTE
86129,13779-7124,EMPLEADO
86130,13013-1069,PROFESOR
86131,29866-9499,EMPLEADO
86132,85313-4471,VECINO
86133,45407-3643,EMPLEADO
86134,87373-1251,NO_RELACIONADO
86135,80189-6471,PROFESOR
86136,98593-0938,NO_RELACIONADO
86137,33865-0860,PADRE
86138,32702-1941,ESTUDIANTE
86139,88605-7713,ESTUDIANTE
86140,29351-1415,VECINO
86141,97171-2793,NO_RELACIONADO
86142,89647-1007,PROFESOR
86143,62526-4640,EMPLEADO
86144,68140-5814,PADRE
86145,39883-8561,EMPLEADO
86146,20418-9932,VECINO
86147,43314-5531,NO_RELACIONADO
86148,45000-1547,NO_RELACIONADO
86149,98806-1512,PROFESOR
86150,95688-1072,ESTUDIANTE
86151,73554-2039,EGRESADO
86152,20583-0133,EMPLEADO
86153,68273-8562,EMPLEADO
86154,06347-0995,NO_RELACIONADO
86155,44948-0288,NO_RELACIONADO
86156,61542-6162,NO_RELACIONADO
86157,56949-6979,VECINO
86158,45174-5889,EGRESADO
86159,33987-0399,ESTUDIANTE
86160,21846-9049,EGRESADO
86161,23422-3098,PADRE
86162,55840-1266,EGRESADO
86163,73973-7230,NO_RELACIONADO
86164,91885-2822,ESTUDIANTE
86165,31214-4211,PROFESOR
86166,49342-5098,PADRE
86167,00119-9458,ESTUDIANTE
86168,97528-3806,PADRE
86169,95171-0710,PADRE
86170,28537-1396,NO_RELACIONADO
86171,86281-1091,PROFESOR
86172,04172-2168,NO_RELACIONADO
86173,21189-0022,ESTUDIANTE
86174,12246-6772,PROFESOR
86175,56124-8523,VECINO
86176,20852-6943,NO_RELACIONADO
86177,98172-3589,EMPLEADO
86178,78601-2439,EMPLEADO
86179,33102-9532,NO_RELACIONADO
86180,61111-3517,VECINO
86181,35002-8349,VECINO
86182,75239-5593,VECINO
86183,09244-4982,NO_RELACIONADO
86184,63169-0409,PADRE
86185,78101-2701,ESTUDIANTE
86186,67499-2935,PROFESOR
86187,01428-3599,EGRESADO
86188,70003-2663,PROFESOR
86189,36617-0373,ESTUDIANTE
86190,02059-6943,EGRESADO
86191,28870-8693,EMPLEADO
86192,80242-8279,EMPLEADO
86193,16666-6890,EGRESADO
86194,65723-4038,EGRESADO
86195,21768-4212,VECINO
86196,15790-3450,EMPLEADO
86197,09466-8561,ESTUDIANTE
86198,80992-5011,VECINO
86199,85664-7060,ESTUDIANTE
86200,74582-5526,ESTUDIANTE
86201,67448-9909,EGRESADO
86202,65246-9809,PROFESOR
86203,61938-7234,VECINO
86204,29743-0756,ESTUDIANTE
86205,45297-1380,NO_RELACIONADO
86206,78619-0960,EGRESADO
86207,68056-2925,ESTUDIANTE
86208,21932-1394,PADRE
86209,09035-3253,PROFESOR
86210,40207-4675,VECINO
86211,95568-5572,NO_RELACIONADO
86212,41998-6042,VECINO
86213,41138-9160,ESTUDIANTE
86214,95550-2973,EGRESADO
86215,47958-1115,EMPLEADO
86216,51531-3287,PROFESOR
86217,53961-4198,EMPLEADO
86218,20317-2303,PADRE
86219,32914-4176,PROFESOR
86220,57025-5740,NO_RELACIONADO
86221,25815-9610,VECINO
86222,18572-9083,NO_RELACIONADO
86223,44940-4724,PROFESOR
86224,77763-6670,ESTUDIANTE
86225,42076-3336,EMPLEADO
86226,46466-1018,PROFESOR
86227,68882-5378,PROFESOR
86228,91382-0504,VECINO
86229,33076-1715,PADRE
86230,98266-0737,EGRESADO
86231,94657-5923,NO_RELACIONADO
86232,45156-1335,EMPLEADO
86233,86414-0239,VECINO
86234,86190-5318,PADRE
86235,47011-8993,EGRESADO
86236,80575-3415,PADRE
86237,94203-3570,VECINO
86238,72105-1037,PROFESOR
86239,08690-9823,EMPLEADO
86240,73751-3032,PROFESOR
86241,55336-3823,PADRE
86242,07573-6071,VECINO
86243,02476-8997,NO_RELACIONADO
86244,84662-9517,EMPLEADO
86245,96955-0387,VECINO
86246,29902-3972,EGRESADO
86247,52429-2177,NO_RELACIONADO
86248,28110-3609,NO_RELACIONADO
86249,23623-1133,ESTUDIANTE
86250,45540-5310,NO_RELACIONADO
86251,98783-9151,VECINO
86252,68644-9543,EGRESADO
86253,57675-1554,ESTUDIANTE
86254,56240-8439,EGRESADO
86255,56474-9668,EMPLEADO
86256,56927-0592,EGRESADO
86257,82851-5968,NO_RELACIONADO
86258,32162-5835,PADRE
86259,48126-2449,PADRE
86260,12067-9813,PADRE
86261,16697-0163,VECINO
86262,87095-9470,PROFESOR
86263,39588-3454,ESTUDIANTE
86264,66665-4749,PROFESOR
86265,50072-6331,PROFESOR
86266,50011-9017,EGRESADO
86267,28342-6238,EMPLEADO
86268,62781-9466,PROFESOR
86269,32750-2559,PADRE
86270,88420-7603,EGRESADO
86271,22192-1556,VECINO
86272,03902-0298,VECINO
86273,66340-1693,EMPLEADO
86274,39886-5352,PROFESOR
86275,64243-1874,PADRE
86276,18793-0201,VECINO
86277,61496-8777,EGRESADO
86278,08644-4250,PADRE
86279,66483-1207,VECINO
86280,86155-1870,VECINO
86281,88423-3277,ESTUDIANTE
86282,13093-0592,NO_RELACIONADO
86283,25028-3333,PROFESOR
86284,14204-2957,NO_RELACIONADO
86285,61550-4666,PROFESOR
86286,58724-2434,PROFESOR
86287,69022-9036,EMPLEADO
86288,03368-0583,EGRESADO
86289,36322-0632,PROFESOR
86290,05494-2308,EGRESADO
86291,85198-2071,EMPLEADO
86292,22642-5216,PADRE
86293,46738-5027,NO_RELACIONADO
86294,11340-8664,EMPLEADO
86295,44216-3493,PROFESOR
86296,76467-2489,EMPLEADO
86297,96852-9078,ESTUDIANTE
86298,70471-6036,VECINO
86299,50413-2255,ESTUDIANTE
86300,55130-5572,EGRESADO
86301,73974-9809,VECINO
86302,13965-0592,NO_RELACIONADO
86303,48595-4889,EMPLEADO
86304,71268-7536,VECINO
86305,89137-6527,EMPLEADO
86306,85734-7863,ESTUDIANTE
86307,67902-1227,VECINO
86308,43415-8703,PROFESOR
86309,20528-1487,PADRE
86310,43224-3788,PROFESOR
86311,78685-4527,PROFESOR
86312,36341-9659,NO_RELACIONADO
86313,12970-2887,EGRESADO
86314,55512-8422,EGRESADO
86315,39219-9642,PROFESOR
86316,57394-8398,EGRESADO
86317,53579-1505,PADRE
86318,51793-7360,EMPLEADO
86319,20031-9932,PADRE
86320,37768-1511,PADRE
86321,40170-7421,EMPLEADO
86322,77243-3340,EGRESADO
86323,29301-1015,PADRE
86324,32809-4048,ESTUDIANTE
86325,51645-2161,PROFESOR
86326,06154-9616,VECINO
86327,12216-1703,VECINO
86328,23025-5264,PADRE
86329,24846-5639,NO_RELACIONADO
86330,21589-8157,VECINO
86331,29287-2453,EMPLEADO
86332,89143-9024,PROFESOR
86333,41237-6561,EMPLEADO
86334,51725-3730,EMPLEADO
86335,19584-5035,ESTUDIANTE
86336,17474-7609,VECINO
86337,47954-2845,NO_RELACIONADO
86338,76672-3575,PROFESOR
86339,32326-9743,PADRE
86340,72190-1159,PADRE
86341,92493-1405,VECINO
86342,13759-2264,NO_RELACIONADO
86343,69359-2503,VECINO
86344,03096-9552,NO_RELACIONADO
86345,64846-5723,EGRESADO
86346,21021-5039,NO_RELACIONADO
86347,26108-9441,ESTUDIANTE
86348,81070-8029,EMPLEADO
86349,14479-9838,PADRE
86350,08949-1113,PADRE
86351,63045-1482,PADRE
86352,33721-8741,PADRE
86353,46294-2385,ESTUDIANTE
86354,63077-6738,ESTUDIANTE
86355,59045-7682,EGRESADO
86356,13024-1758,EGRESADO
86357,92267-3939,EGRESADO
86358,33695-1089,NO_RELACIONADO
86359,84238-3213,ESTUDIANTE
86360,49796-9873,PROFESOR
86361,96939-3856,ESTUDIANTE
86362,92979-3002,EGRESADO
86363,47570-3818,PADRE
86364,00448-0996,ESTUDIANTE
86365,29077-2803,PROFESOR
86366,13133-6197,EMPLEADO
86367,47240-0713,ESTUDIANTE
86368,54431-9015,PADRE
86369,25113-3639,PROFESOR
86370,40776-0067,NO_RELACIONADO
86371,99326-5395,NO_RELACIONADO
86372,72411-1818,VECINO
86373,35881-8533,NO_RELACIONADO
86374,84558-7924,NO_RELACIONADO
86375,51228-5468,NO_RELACIONADO
86376,76802-7577,NO_RELACIONADO
86377,92720-4133,EGRESADO
86378,91719-8978,PADRE
86379,77522-5963,NO_RELACIONADO
86380,53069-9470,PADRE
86381,29860-8747,PADRE
86382,56700-6377,ESTUDIANTE
86383,96180-6393,PADRE
86384,87516-3763,EMPLEADO
86385,34335-9849,PADRE
86386,30381-1016,NO_RELACIONADO
86387,48107-1339,EGRESADO
86388,27833-6188,VECINO
86389,59712-9556,NO_RELACIONADO
86390,15194-9874,EMPLEADO
86391,48027-4430,NO_RELACIONADO
86392,53246-0700,EMPLEADO
86393,02424-1875,EGRESADO
86394,55301-2603,ESTUDIANTE
86395,96866-1224,PADRE
86396,56459-3358,PROFESOR
86397,10676-3712,EGRESADO
86398,29284-0833,EGRESADO
86399,10372-9037,EMPLEADO
86400,66555-9939,EGRESADO
86401,80053-6775,EGRESADO
86402,91225-7147,PROFESOR
86403,82400-9080,VECINO
86404,32080-3774,NO_RELACIONADO
86405,07826-3813,VECINO
86406,02121-5284,PADRE
86407,43500-5467,NO_RELACIONADO
86408,67290-7004,PROFESOR
86409,59217-0773,PADRE
86410,56780-5330,EGRESADO
86411,40309-1039,PROFESOR
86412,94923-2722,NO_RELACIONADO
86413,96448-3029,EMPLEADO
86414,87826-3678,NO_RELACIONADO
86415,85938-8131,ESTUDIANTE
86416,21972-6862,PADRE
86417,86878-5445,PROFESOR
86418,56501-1479,NO_RELACIONADO
86419,44694-6745,EMPLEADO
86420,13699-1801,VECINO
86421,06309-4787,EMPLEADO
86422,56267-6963,EMPLEADO
86423,00747-8769,VECINO
86424,53916-2064,PROFESOR
86425,92267-0162,ESTUDIANTE
86426,22000-6085,EGRESADO
86427,63377-8516,PADRE
86428,66922-8476,PROFESOR
86429,16143-7617,NO_RELACIONADO
86430,88841-7929,ESTUDIANTE
86431,16541-1436,PROFESOR
86432,49978-9077,EGRESADO
86433,21660-0572,NO_RELACIONADO
86434,65414-4209,VECINO
86435,15093-9958,PROFESOR
86436,65810-5686,VECINO
86437,55989-8212,PROFESOR
86438,63298-8319,PADRE
86439,78212-8956,ESTUDIANTE
86440,78335-1554,NO_RELACIONADO
86441,47575-2064,PROFESOR
86442,27722-2536,NO_RELACIONADO
86443,96836-3996,EGRESADO
86444,32776-8915,PROFESOR
86445,80842-9705,PADRE
86446,76223-6671,ESTUDIANTE
86447,97110-5987,PROFESOR
86448,71329-5631,EGRESADO
86449,47045-4779,EMPLEADO
86450,73181-6850,PADRE
86451,55617-1901,PADRE
86452,77015-1342,PROFESOR
86453,86419-8522,PADRE
86454,96571-6617,PROFESOR
86455,94757-4822,PADRE
86456,58402-5001,ESTUDIANTE
86457,95217-4859,ESTUDIANTE
86458,48614-3336,NO_RELACIONADO
86459,55161-0758,ESTUDIANTE
86460,91887-2959,VECINO
86461,55521-9927,PADRE
86462,50444-6370,PROFESOR
86463,22080-1569,PADRE
86464,25097-2181,EMPLEADO
86465,66757-6732,EGRESADO
86466,81884-5026,ESTUDIANTE
86467,65276-2175,VECINO
86468,77070-3145,ESTUDIANTE
86469,81546-8100,EMPLEADO
86470,68683-4681,EMPLEADO
86471,65643-5053,PADRE
86472,10006-6741,EGRESADO
86473,83708-8560,EGRESADO
86474,73421-5094,EMPLEADO
86475,73927-6738,PADRE
86476,20441-4193,EMPLEADO
86477,34087-1754,ESTUDIANTE
86478,95321-5903,EMPLEADO
86479,71867-3272,PROFESOR
86480,47434-3928,EGRESADO
86481,38770-5531,PROFESOR
86482,46411-2649,NO_RELACIONADO
86483,94169-7769,NO_RELACIONADO
86484,82109-4709,EGRESADO
86485,26167-9430,EGRESADO
86486,34988-7170,ESTUDIANTE
86487,48508-6986,ESTUDIANTE
86488,72206-6185,EMPLEADO
86489,83911-9942,EGRESADO
86490,86390-7347,ESTUDIANTE
86491,37941-8015,NO_RELACIONADO
86492,58650-2976,ESTUDIANTE
86493,74033-2817,EMPLEADO
86494,93638-6405,PADRE
86495,24179-4817,VECINO
86496,65913-2651,PADRE
86497,85435-4568,VECINO
86498,31446-9647,PROFESOR
86499,35579-7767,PADRE
86500,74825-3921,EGRESADO
86501,65379-0417,PADRE
86502,39693-1844,VECINO
86503,65851-2687,NO_RELACIONADO
86504,76151-3357,PROFESOR
86505,90714-3743,EMPLEADO
86506,10885-4163,EMPLEADO
86507,27246-9265,PROFESOR
86508,08543-9220,PADRE
86509,86068-5588,PROFESOR
86510,85098-0547,NO_RELACIONADO
86511,85091-7283,PROFESOR
86512,52928-7527,VECINO
86513,67821-1957,PADRE
86514,01807-6557,NO_RELACIONADO
86515,58978-8194,VECINO
86516,85086-7746,PADRE
86517,48894-5036,PROFESOR
86518,32263-2172,PADRE
86519,41812-9211,EGRESADO
86520,31350-5654,NO_RELACIONADO
86521,68321-9754,PADRE
86522,01710-5354,ESTUDIANTE
86523,91963-7724,ESTUDIANTE
86524,80921-0915,EMPLEADO
86525,73287-6943,EGRESADO
86526,10904-0675,EMPLEADO
86527,01296-4594,VECINO
86528,75560-9621,VECINO
86529,40408-9144,PADRE
86530,15224-5798,VECINO
86531,65975-0700,PROFESOR
86532,91135-4433,VECINO
86533,18332-9302,VECINO
86534,55178-6476,PADRE
86535,98714-4346,VECINO
86536,01285-1638,PADRE
86537,03641-9052,VECINO
86538,99929-1473,PROFESOR
86539,21741-2408,PADRE
86540,85957-5889,NO_RELACIONADO
86541,77065-1900,NO_RELACIONADO
86542,13379-3157,EMPLEADO
86543,44877-6338,ESTUDIANTE
86544,03347-8503,EGRESADO
86545,36030-9788,ESTUDIANTE
86546,41407-6598,VECINO
86547,44152-0576,EGRESADO
86548,47847-1553,EMPLEADO
86549,11187-4800,EGRESADO
86550,80387-5301,VECINO
86551,62909-7166,EGRESADO
86552,24962-8434,PROFESOR
86553,07259-4612,PROFESOR
86554,92273-5150,PROFESOR
86555,24684-7533,PADRE
86556,84254-3266,ESTUDIANTE
86557,47172-0048,PADRE
86558,34283-9156,ESTUDIANTE
86559,24072-2664,ESTUDIANTE
86560,02731-7907,PROFESOR
86561,69102-2303,EGRESADO
86562,11561-9009,VECINO
86563,42294-1349,PADRE
86564,37756-2615,EGRESADO
86565,45295-8638,EGRESADO
86566,41199-4771,ESTUDIANTE
86567,63737-1733,NO_RELACIONADO
86568,15351-5062,PADRE
86569,87150-5056,ESTUDIANTE
86570,62681-9574,VECINO
86571,72994-6272,VECINO
86572,42327-8184,VECINO
86573,51743-3462,EGRESADO
86574,00211-5155,EGRESADO
86575,32783-8853,ESTUDIANTE
86576,04435-4266,EGRESADO
86577,18501-8276,PROFESOR
86578,74136-0467,VECINO
86579,99822-3298,EMPLEADO
86580,75941-9397,EGRESADO
86581,43439-1591,PADRE
86582,62920-7733,NO_RELACIONADO
86583,43585-6909,EMPLEADO
86584,12703-8920,PROFESOR
86585,60814-5550,NO_RELACIONADO
86586,18456-1520,EGRESADO
86587,23296-5124,VECINO
86588,81981-8142,EMPLEADO
86589,24039-0819,ESTUDIANTE
86590,81688-6339,NO_RELACIONADO
86591,15801-9673,VECINO
86592,38553-1483,EGRESADO
86593,78195-5495,NO_RELACIONADO
86594,47767-4962,PROFESOR
86595,59868-3326,EMPLEADO
86596,66840-2181,EGRESADO
86597,11040-5440,EGRESADO
86598,27349-6022,EMPLEADO
86599,88198-6008,VECINO
86600,28225-2723,PROFESOR
86601,18225-8968,PROFESOR
86602,45130-1703,PADRE
86603,09384-6739,EGRESADO
86604,92808-3180,PADRE
86605,58218-2957,PADRE
86606,14035-6433,PADRE
86607,66389-2749,ESTUDIANTE
86608,78340-8663,PADRE
86609,77045-5277,PADRE
86610,38864-2322,PADRE
86611,72783-3059,VECINO
86612,47135-9899,PADRE
86613,69261-3770,EMPLEADO
86614,04894-3588,PROFESOR
86615,05572-5822,PROFESOR
86616,68450-6735,PROFESOR
86617,74076-6128,VECINO
86618,01148-1988,ESTUDIANTE
86619,42935-3852,PADRE
86620,32125-8966,NO_RELACIONADO
86621,29014-2778,NO_RELACIONADO
86622,52825-2678,VECINO
86623,65311-3093,EMPLEADO
86624,37002-3534,PROFESOR
86625,78498-5172,PROFESOR
86626,48077-2550,PADRE
86627,79343-6453,ESTUDIANTE
86628,80656-7958,NO_RELACIONADO
